,CDK6-P16INK4A0.pdb_ringEdges,CDK6-P16INK4A1.pdb_ringEdges,CDK6-P16INK4A2.pdb_ringEdges,CDK6-P16INK4A3.pdb_ringEdges,CDK6-P16INK4A4.pdb_ringEdges,CDK6-P16INK4A5.pdb_ringEdges,CDK6-P16INK4A6.pdb_ringEdges,CDK6-P16INK4A7.pdb_ringEdges,CDK6-P16INK4A8.pdb_ringEdges,CDK6-P16INK4A9.pdb_ringEdges,CDK6-P16INK4A10.pdb_ringEdges,CDK6-P16INK4A11.pdb_ringEdges,CDK6-P16INK4A12.pdb_ringEdges,CDK6-P16INK4A13.pdb_ringEdges,CDK6-P16INK4A14.pdb_ringEdges,CDK6-P16INK4A15.pdb_ringEdges,CDK6-P16INK4A16.pdb_ringEdges,CDK6-P16INK4A17.pdb_ringEdges,CDK6-P16INK4A18.pdb_ringEdges,CDK6-P16INK4A19.pdb_ringEdges,CDK6-P16INK4A20.pdb_ringEdges,CDK6-P16INK4A21.pdb_ringEdges,CDK6-P16INK4A22.pdb_ringEdges,CDK6-P16INK4A23.pdb_ringEdges,CDK6-P16INK4A24.pdb_ringEdges,CDK6-P16INK4A25.pdb_ringEdges,CDK6-P16INK4A26.pdb_ringEdges,CDK6-P16INK4A27.pdb_ringEdges,CDK6-P16INK4A28.pdb_ringEdges,CDK6-P16INK4A29.pdb_ringEdges,CDK6-P16INK4A30.pdb_ringEdges,CDK6-P16INK4A31.pdb_ringEdges,CDK6-P16INK4A32.pdb_ringEdges,CDK6-P16INK4A33.pdb_ringEdges,CDK6-P16INK4A34.pdb_ringEdges,CDK6-P16INK4A35.pdb_ringEdges,CDK6-P16INK4A36.pdb_ringEdges,CDK6-P16INK4A37.pdb_ringEdges,CDK6-P16INK4A38.pdb_ringEdges,CDK6-P16INK4A39.pdb_ringEdges,CDK6-P16INK4A40.pdb_ringEdges,CDK6-P16INK4A41.pdb_ringEdges,CDK6-P16INK4A42.pdb_ringEdges,CDK6-P16INK4A43.pdb_ringEdges,CDK6-P16INK4A44.pdb_ringEdges,CDK6-P16INK4A45.pdb_ringEdges,CDK6-P16INK4A46.pdb_ringEdges,CDK6-P16INK4A47.pdb_ringEdges,CDK6-P16INK4A48.pdb_ringEdges,CDK6-P16INK4A49.pdb_ringEdges,CDK6-P16INK4A50.pdb_ringEdges,CDK6-P16INK4A51.pdb_ringEdges,CDK6-P16INK4A52.pdb_ringEdges,CDK6-P16INK4A53.pdb_ringEdges,CDK6-P16INK4A54.pdb_ringEdges,CDK6-P16INK4A55.pdb_ringEdges,CDK6-P16INK4A56.pdb_ringEdges,CDK6-P16INK4A57.pdb_ringEdges,CDK6-P16INK4A58.pdb_ringEdges,CDK6-P16INK4A59.pdb_ringEdges,CDK6-P16INK4A60.pdb_ringEdges,CDK6-P16INK4A61.pdb_ringEdges,CDK6-P16INK4A62.pdb_ringEdges,CDK6-P16INK4A63.pdb_ringEdges,CDK6-P16INK4A64.pdb_ringEdges,CDK6-P16INK4A65.pdb_ringEdges,CDK6-P16INK4A66.pdb_ringEdges,CDK6-P16INK4A67.pdb_ringEdges,CDK6-P16INK4A68.pdb_ringEdges,CDK6-P16INK4A69.pdb_ringEdges,CDK6-P16INK4A70.pdb_ringEdges,CDK6-P16INK4A71.pdb_ringEdges,CDK6-P16INK4A72.pdb_ringEdges,CDK6-P16INK4A73.pdb_ringEdges,CDK6-P16INK4A74.pdb_ringEdges,CDK6-P16INK4A75.pdb_ringEdges,CDK6-P16INK4A76.pdb_ringEdges,CDK6-P16INK4A77.pdb_ringEdges,CDK6-P16INK4A78.pdb_ringEdges,CDK6-P16INK4A79.pdb_ringEdges,CDK6-P16INK4A80.pdb_ringEdges,CDK6-P16INK4A81.pdb_ringEdges,CDK6-P16INK4A82.pdb_ringEdges,CDK6-P16INK4A83.pdb_ringEdges,CDK6-P16INK4A84.pdb_ringEdges,CDK6-P16INK4A85.pdb_ringEdges,CDK6-P16INK4A86.pdb_ringEdges,CDK6-P16INK4A87.pdb_ringEdges,CDK6-P16INK4A88.pdb_ringEdges,CDK6-P16INK4A89.pdb_ringEdges,CDK6-P16INK4A90.pdb_ringEdges,CDK6-P16INK4A91.pdb_ringEdges,CDK6-P16INK4A92.pdb_ringEdges,CDK6-P16INK4A93.pdb_ringEdges,CDK6-P16INK4A94.pdb_ringEdges,CDK6-P16INK4A95.pdb_ringEdges,CDK6-P16INK4A96.pdb_ringEdges,CDK6-P16INK4A97.pdb_ringEdges,CDK6-P16INK4A98.pdb_ringEdges,CDK6-P16INK4A99.pdb_ringEdges,CDK6-P16INK4A100.pdb_ringEdges
CDK6-P16INK4A25.pdb_ringEdges,40.62490719468935,36.48452271868105,37.03045673993454,35.312605391028434,34.615284347348116,34.53914067845309,34.07999077382916,34.3906877364364,34.11850871324717,36.85531749776008,34.244700356223944,33.22836706956051,35.80404101821238,35.96586275320103,32.73080311628201,35.44588756504252,35.56830720756813,37.79737809749218,34.4649941374654,34.757596971938156,34.131469554215656,32.03101730591368,33.941374683752684,33.87120763225993,34.465023008047964,0.0,30.949035301114815,31.664880808506382,29.891711691716417,29.963759204606507,33.42254727974317,32.84905929425397,32.51914093827179,35.146629598573256,33.260407790166376,31.466890124849527,32.20619204392456,29.8342852623358,31.875472877186915,35.184149529432354,33.94036326715536,34.168910252753136,35.20793951618195,35.91201243060494,33.929528958171296,36.566656915965886,37.03642149847823,34.42787543496079,32.64473321939045,34.596336043889,35.11649411891773,32.94130163235557,34.94326602932278,34.42044689104293,31.76753247268325,35.06017570403795,33.415088795392734,32.272040175892634,32.2119998653201,34.30135689119479,33.62112579171745,32.0982788088016,33.794624083061265,33.67965859365376,31.53535487298619,36.590635781107636,36.56665691596586,34.695491269441085,35.80908470295889,33.44776874218738,34.70185737784994,32.2448345201806,34.91812741099598,36.78397336500527,36.34709675869687,37.1753810367007,35.48816634103203,33.03772907281246,34.65124034881644,39.8636606796977,36.818730362040476,37.15176619412983,37.15177958548101,38.72136720993942,38.39148952126886,39.65694935116421,36.47164781754954,36.21621087784118,36.572670110411394,38.01257974546688,39.0157131249292,39.96634156026107,38.08652103536263,37.949980171600615,35.640339937292595,38.97085273873393,38.13169115901852,39.728656775106764,37.6298944354603,41.02604439143468,40.07412286480008
CDK6-P16INK4A26.pdb_ringEdges,40.92078258979418,35.75594443150757,35.38500399127702,38.73834923551264,34.838461618736865,33.768645116954694,33.16908288906242,33.94788220887517,33.851872233767885,35.965904251898344,35.66481605837348,33.460796099643105,36.61371572381696,35.45818082001218,34.452187649420004,36.572547679661284,36.18165885930257,36.46047406650429,35.58582925521193,35.275419542233664,33.724195958314965,32.710732792173836,35.48292280725022,34.26384311885685,36.460474066504304,30.949035301114815,0.0,32.525749462686534,28.787953533669526,31.657903998403608,32.70400952186093,34.18812455658426,34.50211616554121,35.52514350281397,31.86857339369388,32.59875161666739,34.24568825675878,30.1365548843677,31.889173758269045,36.94352285038636,35.53138896792599,35.579635295505724,37.545103886800625,36.60164746312562,35.152928159812774,34.689152676778356,35.30637758971409,34.65225973118657,32.35230504602486,34.85730684944007,32.326413579693195,34.52755767218371,36.08562233498942,36.19291868838548,35.73139149695211,36.28165113325506,33.4281586547147,34.10475521621891,34.83749052771538,33.08415321615248,34.53296067721866,32.868031013228766,35.183004151074584,37.02357726681534,35.850976797200886,36.56667052159424,38.642950352429146,36.76013414946376,36.97033905916008,34.68816306344888,36.055347172111595,36.406412425171,37.84769162305721,37.95000639096959,39.36742345964178,38.103772942292956,39.63569173991416,35.40881358647864,36.16254074638332,39.96083903919468,37.98369642399034,38.30660543431777,37.590011375681776,38.47515189616336,40.299648776909905,40.42194123657771,38.58708571633271,37.05230939956105,38.90498695476269,39.361811934995785,40.009240226260175,40.05224200406573,39.65139134785693,37.69872716486261,37.458447957478015,39.0925296015335,39.836256892234324,39.67349328773243,37.423367802904224,40.899318195487446,39.94440165881328
CDK6-P16INK4A27.pdb_ringEdges,40.44364668540583,38.55478753398921,36.714211598961754,37.28533250355295,36.38928550414932,35.24423667644791,36.91287307979399,37.534395502940356,38.211027034936954,37.12313784129898,36.56062912464793,34.200855361564976,37.75109632357511,35.640172425891365,34.0992405920605,38.018233384150655,36.83149744417275,39.57092002269839,38.058569683688376,35.458349191173404,32.750861140932436,34.64584142950221,33.46742680153972,34.5771183650093,36.51956471489191,31.664880808506382,32.525749462686534,0.0,32.50555252989298,30.6189548810855,33.460810968157475,31.50752891150706,31.753591092405305,34.81324732131044,33.2988577934478,30.392588779771913,33.89062007920828,33.0199246347652,31.956718241960026,33.29341888862622,33.77520065232003,32.35228966806165,35.40353019472435,36.22309260417931,34.59633604388902,35.12165070520902,34.33964101841534,32.58539489094777,31.47373539795518,32.803364103661885,34.90664165801115,32.051528785885374,31.759497345546734,34.757596971938156,32.38622641944479,32.59771380440094,32.97342515070515,34.04144386622745,32.95350259582938,33.95970688245543,32.76331524541812,34.1304637708592,34.875143324301206,35.62174136270497,34.14969970658239,36.03192338035212,35.60951854413755,33.29885779344781,34.9547539809773,32.53148494055892,34.98616642040139,34.97985205445052,35.84480089558016,36.465590677823805,36.15661070278077,34.4894677123985,34.551958134746506,33.16905289048425,34.31307425277744,38.66564160590156,34.35676155688453,35.8509490427197,34.71343955260183,32.51808528568012,36.07352911052042,38.362852575264114,35.02272183563295,37.1104844983395,36.13325255631592,39.34036955363946,37.05232282685764,34.905658210731104,37.6647690271778,37.02861606865968,37.250089318401095,36.65372453636961,37.56093556605079,37.538438011699625,37.973111723038365,38.1594455355695,38.79397039880669
CDK6-P16INK4A28.pdb_ringEdges,40.01943557673702,37.68896007377745,36.519591961232685,37.09370948802633,35.43359004507715,33.36356340656796,33.66574059117429,34.59633604388901,33.44779849079157,35.947640198223006,32.796659822646404,32.92117829148135,34.86900860641197,35.561158866107014,34.269316737451064,35.923204435509746,33.871251697306526,36.08562233498941,36.2877252659233,33.71783707940701,34.87515758982927,32.02412026281073,33.12381416257219,34.658404105272666,33.91550812743767,29.891711691716417,28.787953533669526,32.50555252989298,0.0,29.8120814269144,32.98665492263614,31.774266004103097,31.433068748457778,36.025778498429624,32.55846635428769,32.04462063190615,33.29322462559236,30.8651859137854,29.579541134563645,35.33743522609149,33.60262368339653,33.097323695744585,34.20734261174368,34.10576175772399,32.810127668327354,35.56738401921279,37.03048361037045,34.633302927121946,31.521373937780258,36.09174324341043,33.692817782863685,33.36460721970775,33.93486591071358,34.83846161873687,31.529438190948078,33.50562438862531,33.27914500910915,31.684545882199323,31.759497345546734,34.756637935752906,33.240687170726325,34.21281072800729,34.54556440269142,35.29913392310633,33.29887273427038,36.3119020275133,36.56064273251947,35.02272183563296,37.22060093991448,34.831149209061174,37.13412559334196,33.601616876519785,36.4003444300582,37.93269766624583,37.89896229824225,36.19291868838548,37.91628642311123,33.21425995979164,34.52013616709856,39.21471700587361,37.27850006591177,37.83616159678614,37.6074778210359,38.71568774556313,39.30784231755411,40.33137612947915,37.55007270564212,35.97107738114333,37.151779585481016,39.158804122425835,39.010051007426235,38.35151634512195,37.818813923326175,36.87129693017911,37.32552779098544,39.87389325340689,38.23886694547365,39.79857243870957,36.977214982482145,40.4590327780255,39.74436973173863
CDK6-P16INK4A29.pdb_ringEdges,40.98946594441025,38.60585370508612,38.3751189085296,36.32998295749045,35.93029459455829,36.14532579898031,35.827433275695064,37.1703755149232,37.27940757114746,38.31887678948803,33.93486591071359,34.720590475754825,37.04147198433363,34.47668474556072,34.74486969538462,37.693751544157045,36.496466127571836,38.33599817689518,36.619558159554565,36.31798479955216,35.98413138374733,33.44778361649278,36.282569859670836,35.977978339161,37.123124439615914,29.963759204606507,31.657903998403608,30.6189548810855,29.8120814269144,0.0,32.52574946268652,32.24591454704184,32.88230179206254,35.51990542769001,32.399680607724946,31.391255872832346,32.53252486557649,30.93496628903096,29.652347150643703,36.75011760904461,31.37140695170289,33.07181993226017,35.30009231451013,35.238956846109865,31.39938523338992,34.89398300210578,36.620509165524886,35.59203611520243,32.96672527146697,35.06115481718236,34.04994867801017,29.75450131087237,34.912784013340904,34.15069035526654,32.71176701880437,32.88127292932462,32.69066536474976,32.46512097008095,32.003622307420436,32.644748459592236,34.23843814729537,31.847944082602204,34.395953134632045,36.00142341022355,31.596696722617928,36.52561290396033,36.34711044651209,36.127166222989125,37.54418955250244,35.42111970834685,36.72530814991851,33.959706882455414,33.16240753672509,36.007572448470384,35.97203170070631,37.22743063978235,35.83359828665211,34.87514332430119,36.00140959097735,41.26310435600472,36.00661907087954,36.854386050296405,38.041323433303674,36.99405626590547,39.396012122349184,40.52389504541424,37.29700613543493,36.660496993371474,37.70545706575267,39.793034216296086,40.43355830020317,39.362671409566694,39.646673334186175,39.26316365119478,38.21678149791931,39.81975559095499,40.12239979330918,39.88565746783923,38.6995699771705,40.89474415499498,39.5812282760503
CDK6-P16INK4A30.pdb_ringEdges,40.79914397697261,37.91716554261506,36.75505854107993,39.41743685677971,35.34882322627715,33.621140589328085,34.961087110390345,36.84350391988432,35.24426490870858,35.18301829177544,35.15904163874816,33.56990182377231,37.446837939161114,34.82577818040322,34.89298493981209,38.54246220773696,37.71704023883785,37.18118873866064,36.91287307979398,35.863297664924644,37.56755771985759,36.18680114509201,36.81367634683011,36.03786013603033,39.466504470555606,33.42254727974317,32.70400952186093,33.460810968157475,32.98665492263614,32.52574946268652,0.0,32.08558207535633,30.87928671874897,34.770119269709916,33.12382918234987,29.433321219494573,35.01202352113883,34.919139002225094,31.73293406663826,36.09878651782778,34.90031290398443,33.909009061345174,36.94843791930344,38.63812207667379,36.413422160418264,36.08563612198573,34.13148413056814,37.49352182850368,33.33166662499793,36.21105902925104,36.23530067386467,34.79539341615607,35.947626358301086,33.280161571555745,34.10673909568745,33.63411558735095,33.40850727298298,29.96266333338627,34.73236694256292,33.876774062704435,34.426907213668045,33.95972153253272,34.29493094550878,36.77197451120541,35.38500399127699,37.66568043440964,38.097988351327885,38.193849626003086,36.00663288812633,36.713290122812396,37.85936268987614,36.89509128859873,38.65422685465779,38.41905621689607,36.860406295085916,38.34663840047678,40.54557045574888,35.94762635830108,37.00582178213515,41.93708863267792,37.39402937416379,37.836161596786134,38.99322558844101,38.60411392507674,39.52670235429438,39.357059207373986,38.63810920046514,35.48818036013729,39.25292396498636,41.15761477213361,41.01611138363598,40.39029734234439,40.10054527488736,38.05769383057118,39.85272639349824,39.98192377632332,39.960826589192926,40.82673009864091,40.20879584968443,43.561679266271675,42.22897781339478
CDK6-P16INK4A31.pdb_ringEdges,40.45902048132735,38.49305681399669,38.40842310189441,37.452550411665065,34.58353503507689,33.26039283206506,34.98615220013694,36.10990685579696,35.14661544323195,36.32996926322221,34.652231016600695,36.50155043391453,35.49439027921927,34.43954975118982,34.42043243706028,36.067391317059716,35.91199857695264,37.20475816143347,36.466504770121,33.434736308812155,35.87540628507791,35.524191182966916,35.40257460351179,36.025764688525896,37.12218630977863,32.84905929425397,34.18812455658426,31.50752891150706,31.774266004103097,32.24591454704184,32.08558207535633,0.0,30.00019900431507,31.40513631660713,30.759506882939323,30.45623235976896,32.17209631178123,33.467397070382795,31.0175363655635,33.4806099672795,32.62462519561305,33.679673365547224,34.232959591423885,36.8662096361333,34.32793272502921,33.55793979646376,35.7855275230016,34.23197132355248,32.532524865576505,34.188110004380796,33.57750372226778,33.596034473406384,31.725956540472662,34.074676551503075,29.13874854324849,30.86404145160461,32.901224099776016,31.163379452579782,31.225436116994693,34.52013616709857,30.604717875172526,32.59769854220933,33.11711466269503,34.708035974310505,33.825907819317955,37.642346747469404,34.1945851231053,35.45210489228439,36.06740511102496,32.37938967340013,35.56735604343398,34.83844733818264,38.45320215819368,34.41404318238712,36.37730690569941,35.6884110961411,37.82553561125886,32.452721064305415,33.23401123077927,39.30220962734852,35.85094904271969,36.26350494705082,37.00582178213515,36.32294342293141,37.452537127856054,38.18802656768655,35.127939582382055,34.72599210048844,35.342531422680885,40.65179158664459,37.371457967903396,35.60950457280192,36.28162370822833,36.89506431955745,36.09077830425617,37.58999814044967,36.447577020246065,37.77413893312869,36.98899930589832,38.32284952896777,39.53771422036371
CDK6-P16INK4A32.pdb_ringEdges,40.9680496793217,37.22744400391573,37.406586803909455,39.5590496341887,36.737159736058,36.133266325138486,36.684441643651496,37.83705572675624,37.18712932003062,37.59091136053272,35.97203170070632,34.79436392857373,34.65762894055358,35.88756627211335,34.44496656106719,38.843851200922515,37.30292827260947,38.437013152682766,37.11138270622862,34.42689276239774,35.57359409751746,33.55034829397106,36.34101885942795,36.560601908889616,36.71329012281241,32.51914093827179,34.50211616554121,31.753591092405305,31.433068748457778,32.88230179206254,30.87928671874897,30.00019900431507,0.0,31.059852347696303,29.352447413362793,28.781420209116344,29.397109547559996,29.913690105391417,29.182629604728312,31.92357166516141,31.205497665910006,31.685613603853973,32.53934472640592,35.5796213124356,33.3328606931666,35.53138896792599,35.07891600746391,35.07891600746394,34.72698063580541,32.756587579458674,34.402389133742666,34.33320774743976,33.550333465137,33.33181588585832,30.085582735875562,33.298857793447816,31.996719359197495,33.27913005942972,32.815616352842056,33.82592252734391,32.49214218057323,32.265210073615314,34.582585558060856,35.42207479926296,33.24713730990208,34.64585578944596,35.65258009824386,35.634155452681526,34.96107287992496,34.294930945508774,34.1935957461299,36.15145036072664,36.24636540365292,37.6589037921429,35.317902384707445,38.26741466150578,38.55965204937877,33.47402646472627,36.145312034751555,38.47028962822619,35.427355425402745,36.084657232156054,35.07793739007883,37.58412123695635,36.66052413497043,36.322970816760396,36.34804120585442,37.023563829093604,37.56753123356763,37.89402609819064,37.57914368104999,38.193836600017825,37.544189552502445,36.2463654036529,37.2441320631094,38.92098130918153,36.89506431955746,39.06527258817052,38.89932150989725,41.501639361015016,40.699395524011265
CDK6-P16INK4A33.pdb_ringEdges,39.86832805736353,35.77333285121174,36.43636857898827,40.16596167916246,37.47005437845511,35.409740909018005,35.972004039625986,36.2886301286907,37.76261279854904,36.151422836927615,38.51012659997724,37.0294893912557,37.28530581677923,38.62109598038842,38.26740166056159,39.17554572797402,37.91131310956595,38.54904480945538,38.21188635367891,36.44849156430808,37.762625973282304,36.10286575083603,36.613525489308216,37.8708331041186,38.05276514687714,35.146629598573256,35.52514350281397,34.81324732131044,36.025778498429624,35.51990542769001,34.770119269709916,31.40513631660713,31.059852347696303,0.0,31.150285689018357,33.44117877424397,33.07180488886213,34.45858426939139,33.90346259778496,35.579803091918656,36.460460421247525,33.99833182913803,36.52561290396033,37.619025037554124,35.78046661301079,34.881462382051154,35.567342055536336,36.79580605563068,37.19882039535627,35.60950457280191,32.38619569572491,36.596509090512235,31.793847773097625,35.04869391680145,32.512347443985156,34.39593867035652,34.70167099938065,34.751226758116495,35.57959334627883,34.99228059861974,33.05860919323504,33.22734892250526,36.595584650616004,37.58499488886523,36.06126627523134,36.14529827051756,36.252431724922296,33.60259407186013,33.018854857783964,34.29490193173708,33.428114005581435,36.151422836927615,37.22148312426782,36.73113283582455,34.5773198032485,35.26283683556308,38.92752546471426,31.535354872986193,33.979010202305176,37.98456088559729,37.12813633166486,35.48191326794867,34.58254239939528,38.300812508430894,36.542648701611064,35.92838371286564,36.19290494225639,36.51862470368728,35.03607238488935,37.74521814133969,35.74262613998987,37.16349516843556,34.97350809765469,36.83654901430893,35.02267921935007,38.10285895699327,34.89931502271539,37.94502438557521,36.89507780408057,38.41328024918587,40.273208753259155
CDK6-P16INK4A34.pdb_ringEdges,40.793729398143576,35.815252872323285,35.60332870568954,37.08775394301086,33.25378069255072,33.15029846859926,33.71128514709367,34.55195813474651,35.127953745249116,35.3116614284265,34.63330292712194,34.338626844012566,31.94309305671337,35.20166493122664,34.02314108593202,37.145846744262855,35.65258009824386,36.09174324341043,33.922020614743246,34.84383069229668,33.06532054714686,32.81560119199464,36.77197451120542,34.3768260482877,37.71613007271156,33.260407790166376,31.86857339369388,33.2988577934478,32.55846635428769,32.399680607724946,33.12382918234987,30.759506882939323,29.352447413362793,31.150285689018357,0.0,31.76731321743666,31.882199216265985,30.10741962403802,30.576061263479627,34.80169836308605,32.64474845959226,32.578630483479586,35.48914766502645,34.476684745560696,33.24836434087074,34.8007548382709,35.366439948443606,33.40850727298298,34.483091249039056,34.79439252586233,33.26043770634884,34.50213058530409,32.11080009260224,31.882417681442067,32.29238315687229,32.38518179661804,30.90548905504235,32.272071008291036,32.46513629459863,32.265225493081594,31.280531354039432,31.044743828915454,32.265210073615314,35.70683561242497,32.597729066585416,36.1868148935397,36.53074762974422,36.27572684604622,32.097240314720125,33.188876036065366,35.754052061353455,36.430510421242275,37.3773816193219,36.1444035840649,36.477717590290915,36.150500777550306,37.464371134153815,34.40781179380364,35.79074062418748,35.244264908708566,35.469684343995645,35.40257460351177,35.729497826381156,37.852620721984266,39.04848370426177,36.12621600150046,37.09369607571101,36.08467101952111,37.83614844765835,36.94170478251932,37.58412123695636,36.58370079938753,35.66385351810985,36.99406971434548,34.69450183691134,37.80143196634847,38.2330897813512,38.43612003549644,36.70139016169551,39.808671772099025,37.435038260328284
CDK6-P16INK4A35.pdb_ringEdges,39.922399852091274,35.99024190579738,35.500444955518596,37.22149649053661,35.07888764212682,32.60551184976361,33.602608877631596,34.857278303767075,35.14661544323195,35.4891336463033,35.02367358577322,32.512301537168675,35.49439027921926,33.51220168373817,33.531747784043965,37.774152103841914,36.42534790704486,37.550960398712526,35.38593193776985,33.17571190941527,36.270542300963385,32.13122967453954,33.48600361062733,34.89394022859298,35.579593346278855,31.466890124849527,32.59875161666739,30.392588779771913,32.04462063190615,31.391255872832346,29.433321219494573,30.45623235976896,28.781420209116344,33.44117877424397,31.76731321743666,0.0,32.305891827438685,30.59862124165967,28.660614888224984,33.609196798684984,32.09141172444213,31.480737220090592,35.263824430042156,36.15738125065857,34.32793272502921,34.85729257660651,34.35774623528383,35.78552752300161,32.5325248655765,33.25375077037938,34.62788684375187,31.842069859469287,34.25016250823925,34.452346496348824,31.774266004103108,35.20165079801621,30.68931134525131,32.6906501459542,30.66790501501447,32.41886926740527,32.024120262810726,32.06403729355037,33.11711466269504,34.2073135236818,32.48532772518903,37.41246499916086,38.682609511342044,35.573566126622396,36.54264870161106,34.893968744273984,36.16864863771675,34.96204053837486,34.85095486104175,37.255845312517785,37.117334459965456,37.14581995727799,38.31325452942912,34.96202630829758,35.32397322749971,40.66251100208929,36.21009726966512,36.29970601418723,36.77196098153951,37.6414479924083,38.17172509875509,38.78255493342573,37.343131265820794,36.34103254953237,37.0472335328539,39.65223199881148,38.54246220773695,38.36285257526412,38.54244929957042,38.080720759097275,38.475126034661535,38.38484101700178,37.53257954581843,39.70099689212934,39.175545727974026,41.657260629860055,39.97171885793402
CDK6-P16INK4A36.pdb_ringEdges,41.06863567031297,36.873091484467295,38.08725253900778,37.12311103792801,36.966167132092764,36.484495446150866,37.72287005747494,37.68307219891,37.757671949483075,37.088639287241435,37.75767194948308,35.68315516023013,36.270542300963385,37.064982602496755,37.429987711719974,37.56255147925719,37.985451522434076,38.878481431351794,36.24727129891186,37.722870057474935,36.91376261838897,34.43310624922113,37.65393612190685,37.60245043354183,39.054828152099915,32.20619204392456,34.24568825675878,33.89062007920828,33.29322462559236,32.53252486557649,35.01202352113883,32.17209631178123,29.397109547559996,33.07180488886213,31.882199216265985,32.305891827438685,0.0,29.86347042243485,28.87900647400067,33.37119740015931,31.115208803822487,32.922205907123626,34.665767305593775,37.117160210468114,33.968202866359455,36.720200630284715,37.86590637594254,35.31867714430827,35.33726627881257,34.37139849971008,34.77110655050068,33.09831577985029,34.84461599274119,34.258571938184794,31.56405474964848,32.639002399153384,33.99183396228284,36.08559476098095,33.88408687398234,35.95972041795261,33.78805759171273,31.949774016438553,36.35392633814137,38.40929095727753,33.460781231122134,37.08266951163922,37.68308540145218,35.95374308456697,35.56734205553635,34.78900152153943,35.58580129393387,35.99025572933165,36.20493080956483,36.92465099017554,38.31324154403992,36.813635803796,36.685350282819144,35.749738196167684,34.3523011895117,38.7665034668434,38.041297276873564,35.56114487577171,37.29106971644846,39.874579490600844,39.00522990829577,36.78978876283383,36.778901046511145,37.446651937036194,36.47842680120061,38.532018087695,38.89362965654791,41.29406737050745,39.03802203210494,39.82600215639526,35.26285094425039,40.11689387439362,39.3022096273485,40.92681248398795,37.813840946989025,41.15222317976058,42.15260123699112
CDK6-P16INK4A37.pdb_ringEdges,40.989478081976635,35.954711701421566,36.81368986116488,36.448532513505434,34.67119182099974,34.94424841819381,34.8636576805371,35.384989931294506,36.472602680212724,37.15273035907768,35.63513275641284,33.81403635661334,34.55836508017889,37.24508047917876,35.40976900932192,37.93358952077108,36.62654068550657,37.40175854540213,34.2832218947197,35.83977611870377,34.739700145066834,31.549171918708396,35.76718527209768,35.99024190579739,35.78554142561463,29.8342852623358,30.1365548843677,33.0199246347652,30.8651859137854,30.93496628903096,34.919139002225094,33.467397070382795,29.913690105391417,34.45858426939139,30.10741962403802,30.59862124165967,29.86347042243485,0.0,30.41420524355378,34.23295959142389,32.36017760345828,32.293476999487346,34.321511755081964,35.07893019012387,33.449003287026706,35.67720121544244,36.348068580768384,32.459389093119235,33.31961906933172,33.0851757698428,33.24171987576016,32.33989265159081,33.48702875035892,32.83684982557953,31.323556217794827,34.00487234623273,30.321560232372153,33.98555443784553,32.00363785292064,32.776629825022695,32.651529643489916,30.60475038729537,34.89398300210576,35.810057232640354,31.73293406663827,33.62216160873332,36.395382682381815,33.500233904284784,34.238452678108075,33.260437706348824,32.09830980810847,33.58966614364888,34.11223792305928,35.850976797200865,36.055347172111595,36.878204810561954,35.36133312810786,33.11169098070937,34.004843084975874,37.32055573805164,35.45213295900948,35.14034406625139,34.73236694256292,38.21104005506206,37.418395454748776,36.50159132358796,34.50951271260857,35.70683561242494,34.5275288538902,36.16867614840722,38.058582755970306,39.47211371581254,38.62112174414571,37.36072644632351,34.96204053837485,39.27441408843746,36.918856835630145,38.755272470705364,37.418382158814524,39.57564706730676,39.50537465795859
CDK6-P16INK4A38.pdb_ringEdges,40.352291913676666,37.78001261558598,37.08179744150145,37.91046010106752,34.54556440269141,35.311647339241325,34.48949656249465,35.47063812724873,36.353201012848956,36.95442937925402,35.63416941435215,35.26286505293204,36.21622461512434,35.79075452477554,35.892764553091844,37.73939177493849,37.1290877107001,38.34663840047679,36.0735429021387,35.597291528697916,35.75499825894998,34.37585638915146,35.439655108774126,36.26443785220339,36.53661694943112,31.875472877186915,31.889173758269045,31.956718241960026,29.579541134563645,29.652347150643703,31.73293406663826,31.0175363655635,29.182629604728312,33.90346259778496,30.576061263479627,28.660614888224984,28.87900647400067,30.41420524355378,0.0,31.4888276799362,28.09008252601632,32.425713032586366,31.801889865304773,36.477553924276656,32.705241717817884,34.15618210689545,35.14035822411896,34.23200039066181,32.79665982264641,35.18300415107456,33.70575042838091,30.976302931169517,32.703994309275046,33.56453648499763,31.63822236516869,31.868573393693882,30.505443605236067,32.65047827127933,30.4839081601493,32.51130687356117,32.65047827127933,30.744250766995115,32.81561635284207,34.545564402691404,32.311681728430706,37.02954313351192,36.78400041549543,36.8832769612868,35.911084224084036,33.29887273427037,35.16434761635119,34.67658679342292,35.79076842535815,35.88663743329346,36.49571637100496,35.286785259220636,38.3915024801918,33.62771008516845,34.545550001058366,39.411832453128085,35.93455909446276,35.904918661370125,36.26354610513713,36.441529531934705,38.25026257510767,38.85985791551401,35.773360665910815,34.973536548460025,36.186801145091984,39.40077277823869,38.20524566103334,37.9895115140302,38.05769383057122,36.89509128859871,37.07001577625433,37.818800768166795,37.64732916203791,38.788263086065584,37.56754447671495,40.57624724880343,38.250275581877275
