,CDK6-P16INK4A0.pdb_ringEdges,CDK6-P16INK4A1.pdb_ringEdges,CDK6-P16INK4A2.pdb_ringEdges,CDK6-P16INK4A3.pdb_ringEdges,CDK6-P16INK4A4.pdb_ringEdges,CDK6-P16INK4A5.pdb_ringEdges,CDK6-P16INK4A6.pdb_ringEdges,CDK6-P16INK4A7.pdb_ringEdges,CDK6-P16INK4A8.pdb_ringEdges,CDK6-P16INK4A9.pdb_ringEdges,CDK6-P16INK4A10.pdb_ringEdges,CDK6-P16INK4A11.pdb_ringEdges,CDK6-P16INK4A12.pdb_ringEdges,CDK6-P16INK4A13.pdb_ringEdges,CDK6-P16INK4A14.pdb_ringEdges,CDK6-P16INK4A15.pdb_ringEdges,CDK6-P16INK4A16.pdb_ringEdges,CDK6-P16INK4A17.pdb_ringEdges,CDK6-P16INK4A18.pdb_ringEdges,CDK6-P16INK4A19.pdb_ringEdges,CDK6-P16INK4A20.pdb_ringEdges,CDK6-P16INK4A21.pdb_ringEdges,CDK6-P16INK4A22.pdb_ringEdges,CDK6-P16INK4A23.pdb_ringEdges,CDK6-P16INK4A24.pdb_ringEdges,CDK6-P16INK4A25.pdb_ringEdges,CDK6-P16INK4A26.pdb_ringEdges,CDK6-P16INK4A27.pdb_ringEdges,CDK6-P16INK4A28.pdb_ringEdges,CDK6-P16INK4A29.pdb_ringEdges,CDK6-P16INK4A30.pdb_ringEdges,CDK6-P16INK4A31.pdb_ringEdges,CDK6-P16INK4A32.pdb_ringEdges,CDK6-P16INK4A33.pdb_ringEdges,CDK6-P16INK4A34.pdb_ringEdges,CDK6-P16INK4A35.pdb_ringEdges,CDK6-P16INK4A36.pdb_ringEdges,CDK6-P16INK4A37.pdb_ringEdges,CDK6-P16INK4A38.pdb_ringEdges,CDK6-P16INK4A39.pdb_ringEdges,CDK6-P16INK4A40.pdb_ringEdges,CDK6-P16INK4A41.pdb_ringEdges,CDK6-P16INK4A42.pdb_ringEdges,CDK6-P16INK4A43.pdb_ringEdges,CDK6-P16INK4A44.pdb_ringEdges,CDK6-P16INK4A45.pdb_ringEdges,CDK6-P16INK4A46.pdb_ringEdges,CDK6-P16INK4A47.pdb_ringEdges,CDK6-P16INK4A48.pdb_ringEdges,CDK6-P16INK4A49.pdb_ringEdges,CDK6-P16INK4A50.pdb_ringEdges,CDK6-P16INK4A51.pdb_ringEdges,CDK6-P16INK4A52.pdb_ringEdges,CDK6-P16INK4A53.pdb_ringEdges,CDK6-P16INK4A54.pdb_ringEdges,CDK6-P16INK4A55.pdb_ringEdges,CDK6-P16INK4A56.pdb_ringEdges,CDK6-P16INK4A57.pdb_ringEdges,CDK6-P16INK4A58.pdb_ringEdges,CDK6-P16INK4A59.pdb_ringEdges,CDK6-P16INK4A60.pdb_ringEdges,CDK6-P16INK4A61.pdb_ringEdges,CDK6-P16INK4A62.pdb_ringEdges,CDK6-P16INK4A63.pdb_ringEdges,CDK6-P16INK4A64.pdb_ringEdges,CDK6-P16INK4A65.pdb_ringEdges,CDK6-P16INK4A66.pdb_ringEdges,CDK6-P16INK4A67.pdb_ringEdges,CDK6-P16INK4A68.pdb_ringEdges,CDK6-P16INK4A69.pdb_ringEdges,CDK6-P16INK4A70.pdb_ringEdges,CDK6-P16INK4A71.pdb_ringEdges,CDK6-P16INK4A72.pdb_ringEdges,CDK6-P16INK4A73.pdb_ringEdges,CDK6-P16INK4A74.pdb_ringEdges,CDK6-P16INK4A75.pdb_ringEdges,CDK6-P16INK4A76.pdb_ringEdges,CDK6-P16INK4A77.pdb_ringEdges,CDK6-P16INK4A78.pdb_ringEdges,CDK6-P16INK4A79.pdb_ringEdges,CDK6-P16INK4A80.pdb_ringEdges,CDK6-P16INK4A81.pdb_ringEdges,CDK6-P16INK4A82.pdb_ringEdges,CDK6-P16INK4A83.pdb_ringEdges,CDK6-P16INK4A84.pdb_ringEdges,CDK6-P16INK4A85.pdb_ringEdges,CDK6-P16INK4A86.pdb_ringEdges,CDK6-P16INK4A87.pdb_ringEdges,CDK6-P16INK4A88.pdb_ringEdges,CDK6-P16INK4A89.pdb_ringEdges,CDK6-P16INK4A90.pdb_ringEdges,CDK6-P16INK4A91.pdb_ringEdges,CDK6-P16INK4A92.pdb_ringEdges,CDK6-P16INK4A93.pdb_ringEdges,CDK6-P16INK4A94.pdb_ringEdges,CDK6-P16INK4A95.pdb_ringEdges,CDK6-P16INK4A96.pdb_ringEdges,CDK6-P16INK4A97.pdb_ringEdges,CDK6-P16INK4A98.pdb_ringEdges,CDK6-P16INK4A99.pdb_ringEdges,CDK6-P16INK4A100.pdb_ringEdges
CDK6-P16INK4A25.pdb_ringEdges,43.54577070556305,38.61984830274238,38.911231057871056,37.27582097376657,36.36721922482312,36.39022918982247,35.68140870017986,36.0894147037402,35.845345311320514,38.249157491119874,37.22490642750615,34.96879445113679,38.78304884932056,37.944915145060705,35.80950956952299,38.65783610968068,37.239842288314534,39.931514542508175,36.985930086862034,37.333487223840834,36.646831294157515,35.24986766970493,35.94307151933325,37.161362048077514,37.424890634768644,0.0,33.76605309276486,35.4003307136268,32.8841276858386,32.709736001201414,35.63927677128831,35.77460606386035,35.66077301051281,38.13714660563263,36.38878143925885,33.67246830796964,35.064637178898714,32.89126209118797,35.414837733742615,38.43760861574983,36.857087216012935,36.746607608481504,37.479633493795966,38.130520392014816,35.37456713516085,38.59471719188984,38.945665715824994,36.88680112941457,35.27406288188425,37.34815762589614,37.40230852403141,36.33957729595634,37.746510095507496,36.79065363814503,35.4729027465796,37.62408413924619,36.17860842151169,34.75730489986876,35.50310189127762,36.9158436473437,36.047827308432055,34.79997196522563,36.60559733288839,36.1912265341862,34.80723221737326,39.312568585383644,39.06353798620914,37.02286702737691,38.11615111222223,36.05180554322948,37.30385450560857,34.765331764315555,38.01885283292635,40.268913144678564,38.45349424320499,39.47147163674971,36.86191768763202,35.573421155167644,37.561916364525565,42.044772883549705,39.423603181404964,39.708425105892196,39.223449929732716,41.4573892322132,41.552083097675194,42.85354526131324,38.354419085871164,39.77633810660223,39.14569409084049,40.59897872078482,41.0299355319516,42.904090429815255,40.3946386203454,40.50559732474207,38.705769406715824,42.4861986199135,41.17376621576232,42.37168866118045,41.13136599108629,43.35262109835541,43.017976956888894
CDK6-P16INK4A26.pdb_ringEdges,44.2584648097636,38.87822137856848,38.80550627260486,42.02788853409308,37.57358958292839,36.613218990933476,36.27760177084347,37.709583436135084,36.61023447470237,38.82029893955096,38.97383737842611,36.22176949523387,39.15390520347787,37.86682697778964,35.88745279749853,39.162363714506824,38.715422023258746,39.07155412142469,38.03107843368725,37.79719953492495,35.74611014143923,34.82447975553839,37.85945769005903,36.98641807408799,38.366321613445635,33.76605309276486,0.0,34.500349945202956,31.300993516531552,33.782821439161125,35.50958647615202,36.453672570845896,36.011800234056096,37.04590428630737,34.54234587483292,34.107362769964375,35.841561921540354,33.041511215660734,33.69455337037826,38.12718126507016,37.761717612857275,37.9711700649001,40.1020770704693,39.31755643351256,38.14774871086525,38.14822183625729,37.67584462613527,36.61437809012783,35.46703037896523,36.5475033347013,34.68731405135835,37.22148605832722,38.26305611702545,38.938087191673226,37.696878307710655,38.77835705145026,36.04479597768829,37.03793704416878,37.465014574575775,36.75348332587497,36.92750974016201,35.58881709805802,37.48707744823222,39.005890737106974,38.41135502845423,39.27202194077965,41.139180778449614,39.54475081566676,40.25324710428999,37.34166573681474,38.120131036552145,38.70430744289518,40.71438889894629,40.45935027147928,42.36892556648734,40.78018409269572,42.69875190956001,37.79008774410721,37.98826519707014,42.18677402266061,40.074954163660855,40.35517919431017,40.58632474242485,41.18201122796816,42.94322968303344,42.73392437727823,41.32330589093889,39.64743402025217,41.37572046384747,41.905096028654306,42.450108448825915,42.555283985916006,42.37293199500911,40.22370372632808,39.49308059184737,41.666855284126015,42.346825837795606,41.97908887099662,39.575010592729356,43.66497731480516,42.86694104022761
CDK6-P16INK4A27.pdb_ringEdges,43.98697146356629,41.378549880873166,40.19618960220722,39.97205121142504,38.87520998296365,37.81864297006921,39.610185928221775,40.72654794255315,40.64386672597763,39.7135597657563,39.23787368993538,36.14717881917437,39.58246717066888,37.84498549120176,35.40610392463357,40.04083281704981,38.729367441762186,41.39716026551564,40.22033219593325,37.29030476234133,34.46828163724428,36.40527970286598,36.207087299749894,36.602172399876046,38.2169544803887,35.4003307136268,34.500349945202956,0.0,34.01625149621368,32.42772075201602,35.94357366491095,34.78834960576146,33.604790599251054,37.11868900123945,36.18726362659231,33.372779911544534,36.323156626552645,35.53946621063107,34.06305487352939,35.404106141905615,36.37489083044556,35.23604030797683,37.86234373583779,38.585122875495394,37.34815762589614,38.3823384180671,37.049064370530466,34.956711906543426,34.321620861150876,34.88665969092261,37.431863301790194,35.177293119561014,34.5652864068887,37.333487223840834,35.266151808988674,35.558238042441424,36.35192483245411,36.75029782524091,35.892807894292524,37.78917124540625,34.952609030640076,37.05567334200355,36.93894765228892,37.8877546341759,37.011942700147856,38.965801140700165,38.41793280455904,35.934859765156524,38.541140514976036,35.48937319474801,37.370080637179136,37.57719858715575,38.63712356106722,39.258070476794714,38.551846623070915,37.601401115565665,37.641544251777724,35.31279046934282,36.97182843140136,41.15514963480782,36.83536211901584,38.22267236767771,38.08314395711757,35.82763615137236,39.07000596178176,40.88658913056595,38.14070228419648,40.36770020093046,38.92333928972974,42.008837630008266,40.30705318657483,37.83222268345775,40.62973799763056,39.883342081748374,40.05300147091693,40.547605264465794,40.922031754628655,40.17769069108253,40.699841193433905,41.6243245019533,41.891578989624044
CDK6-P16INK4A28.pdb_ringEdges,43.89366307949925,40.273528193724694,39.802242858730615,39.57587340915632,37.78270348885629,35.74916679909156,36.35982773846343,37.832428985287656,35.74611014143924,38.3907127996902,36.330112484972226,35.722739905296535,37.493335993246085,38.03841447286887,36.39022918982248,38.65851750403474,36.5915624020674,38.73589121593418,39.302950922539104,36.34447654884796,36.41710935341436,34.16220990167139,35.68468961852876,37.33781186842575,35.95083363462372,32.8841276858386,31.300993516531552,34.01625149621368,0.0,31.895270694617494,35.2257666225498,34.094731729510904,33.43517937012145,38.00933133182807,35.71091245393606,34.64426887457231,35.52808576392461,33.72579529518441,32.01377752186565,37.04857720845344,35.90102926712584,36.1730663851894,36.88043965665669,36.87655081484714,35.90029553516514,38.52450597964386,39.32870856096315,37.15184399454657,34.67617443102301,38.29807356805815,36.43836091732815,36.063967559013314,35.651360593883716,37.57358958292839,34.066491654682274,36.532284419100485,36.952626230971156,34.71871639753815,35.08798696517505,38.40298514819765,35.62339598442878,37.297564165544806,36.87266156289388,37.82313139194966,36.41221987324535,39.52679856601157,39.44543622555586,37.90130958545743,40.90309786109304,37.42921775115556,39.678476072231405,36.04081696916539,39.36945702370644,40.94637778434796,39.97923851444807,38.938087191673226,40.61664923552851,35.65748989154811,36.90560139916634,41.76595649510767,39.83637264317448,40.36144018315678,40.54640220423168,41.817431305325506,42.375694828464226,43.0066472457117,39.82936776532326,39.032006878658116,39.68484382315619,41.63204675575269,41.43890007015627,41.355732194773935,40.603159795339344,39.40415974079455,39.869347599989474,43.292042867133965,40.81636448480075,42.487622300859535,39.49947823057681,43.2519109968341,42.600057254055294
CDK6-P16INK4A29.pdb_ringEdges,44.09233106263032,40.81739227578272,40.86803270969844,39.02205755223269,38.32625031769529,37.63262725543282,38.04904408914322,39.493278217821434,39.70994837569051,40.35957890954887,37.15162078334231,36.64042815811189,39.34089909322636,36.24554472200859,36.547062876215534,40.08841448111614,38.30624988807712,40.11639163794253,38.85830419457408,38.62943399445185,37.63643797458306,35.7722879526297,37.960043177646476,38.81639080494162,38.33817431433196,32.709736001201414,33.782821439161125,32.42772075201602,31.895270694617494,0.0,33.96860817671832,34.82859772532044,34.079906103157036,36.57476138994908,34.1315961194102,34.336583633345896,34.56627427237671,32.45265218971079,31.257561036511117,38.19129002987914,32.881056893582716,35.78810266950358,37.20382880899201,37.11280102606112,33.66519517028913,37.115745130407525,38.68031578552967,37.82644577540962,34.77870107954709,36.480505987077166,35.95830919273045,32.468220860614736,35.84957733533205,35.620328534111685,34.94126081464541,35.78714853128149,35.61913708709506,34.11133850546101,34.971919048734236,35.50480558336009,36.32639301208277,33.81823725050891,36.36076684908697,37.26638451250872,34.018689267992016,38.95931586518085,38.1915582550807,38.13121120935824,40.47603325787606,37.71167898287374,39.03589342656014,36.063751140743335,35.50554748823098,38.241440936215426,38.17010706260509,39.70567324457406,38.32250819226667,36.442805171672646,37.04661532875947,43.124572815134215,38.39709084508692,38.64104982667165,41.13219616037559,39.585683541697506,41.729781141845784,42.48567046807615,39.23143339025051,38.9627965140482,39.95136067159917,42.43400615130262,42.972310994349954,41.566532034388686,42.006236470779335,41.957213978981684,40.04669226010578,42.621224530599925,42.4045556687418,41.843436411601225,40.45245327059613,42.886839188843986,42.23452523648429
CDK6-P16INK4A30.pdb_ringEdges,44.59454193880366,40.51577229768741,39.590168772242436,42.2540977952176,38.048351779948845,35.5128970045889,37.59538113820411,39.00842935796845,38.00933133182808,37.70427937153597,38.98032023795679,35.89753711233834,40.43135706535644,36.766846147171215,37.544419220892884,41.63184756538346,40.28466996447094,39.77511171819794,39.83931138595799,38.95127663144711,39.55926705281714,38.69317706288174,39.214009442868395,39.13669602316682,41.43280189862543,35.63927677128831,35.50958647615202,35.94357366491095,35.2257666225498,33.96860817671832,0.0,34.28619860285107,32.84463055200287,36.28947304189658,35.65844749913802,32.76358776029921,37.10119319624867,37.08299195969669,34.13479735173336,37.74693655798042,37.15184399454655,37.378238092864045,39.52832883499895,40.7384159803173,38.81983400524951,38.47587777727381,36.62127863388292,40.277743052036314,35.78104144416803,38.42561391673597,38.86522051723962,37.44022878812736,37.211550789978176,35.558690749307395,37.01215357413191,37.15913044743862,37.084794070070224,32.5274518207501,38.254653789903394,36.51679199438224,37.24277634983603,36.03778504874453,37.100272827870725,38.79597665838628,38.33352986870796,40.25720962547297,40.50020174595949,40.88391657053355,39.310049605667054,39.176150036818605,40.3313229358535,39.16536548608401,41.50807150422683,41.34330983717546,39.32784032196847,40.53328653185154,42.64895846954054,38.17741638653961,38.83769855782261,44.0416321888014,40.4120001496779,40.36144018315677,41.89220778582503,41.700266127711444,42.17656267436214,41.534270304847105,40.76138775492467,38.52734220733347,41.690134529324524,43.96379885492274,43.780940278931034,43.28368137266907,42.366968265383456,40.993550950267775,42.3306842523045,42.983468177723566,42.42404978311249,43.36254425079838,42.60005725405529,45.340661770160665,45.02079736212988
CDK6-P16INK4A31.pdb_ringEdges,43.90001944552056,41.08867270173436,41.17915646087563,40.37125275218115,36.83557400387736,35.142511258602134,37.63773404962431,38.77699846244037,37.439316754241055,38.81223091105029,38.12585065024625,39.70821626596184,38.586387085249214,36.94282992580336,36.56802548408761,39.29199012273219,38.6292193212063,39.35527980818447,39.38547460366705,36.634143743301564,38.00109112682521,38.148017242213264,37.99491621962852,39.21225542620269,38.75332873192809,35.77460606386035,36.453672570845896,34.78834960576146,34.094731729510904,34.82859772532044,34.28619860285107,0.0,32.00562450570211,33.443523562756994,32.85645053050335,33.10404882760548,34.4565473972159,36.25875840366865,32.926466483999626,35.80194844132262,35.03458918018578,36.165351967412555,36.92361264464394,39.03355654543114,37.23842756890899,36.066997278439054,38.2056821211383,36.81312067264252,35.603973469674294,36.47934263421412,35.768496835255185,35.378910625868244,34.12294843292558,36.41866313293565,31.897870561237507,33.68825517276556,35.51266349195291,33.66045664371496,33.96236080162143,37.15141070098382,33.073930489870406,35.3278443351113,35.95364223891518,36.721124378343305,35.916569992135955,39.397078014715326,36.240134065331105,38.243609381654736,39.26815876359537,33.93925707395062,38.09821710187324,37.11117115357917,40.86719717423811,36.97570725259046,39.41585665817206,38.012205998574366,40.53533237475318,35.38839550736042,35.63831864857771,41.93426912239291,37.9837962885203,37.94470945480752,39.53452335093179,38.696681650132625,39.71269994076669,40.47248990393841,37.45756623557763,37.27994294981506,36.872661562893846,42.59412532492163,39.38039626205026,37.23963270364574,38.116842189989846,38.980332752086895,39.181055651312214,41.055203763927025,38.59823071896107,39.503775676293664,38.959991986777425,40.68702675720443,41.47532913467083
CDK6-P16INK4A32.pdb_ringEdges,43.68390896473247,40.1382124360438,40.43954837990576,42.241131267186894,39.21679580448583,38.19086852932773,38.93159729952893,40.68657116507532,39.579497032754965,39.78167245622838,39.11230858600441,36.94190561197278,37.08501768349813,37.657493666842676,36.39740006796254,41.67781184275402,39.26558724205484,40.760741514114954,39.811543858411845,36.77619855950052,37.84450857480246,35.916569992135976,38.180968314900284,39.516566454972406,38.94312300353296,35.66077301051281,36.011800234056096,33.604790599251054,33.43517937012145,34.079906103157036,32.84463055200287,32.00562450570211,0.0,32.26865881104161,31.19274462231834,30.567159166533514,30.885626935833937,31.963149513608126,30.79345828533603,33.510988368942726,33.29180665334795,34.04298573933817,35.07380371897344,37.99581491716576,35.54299354646292,38.24075211016676,36.82185194266859,36.82185194266862,36.87358761247185,34.361663266480925,35.86790126928835,36.766129694093856,35.17471375583432,35.481001443232074,32.57303987700975,35.680670451975,34.93356761542493,35.4703448792602,35.20539038549527,36.64341021514136,34.63283370923765,34.1629809632105,37.166861715190606,36.59642792111504,35.52882718266409,37.122552477423035,37.40755108328776,37.69307369899744,37.62027216872287,36.60631692787998,36.12755181298619,37.64337145679369,38.96647714976836,39.91845346239348,37.688569788238595,40.72700308748253,41.06874664777973,35.48270619646127,37.17094328087797,39.90239310630079,37.26182902702212,37.9664935719161,37.95514682795617,40.12521863780574,39.61018592822177,38.88306421730203,38.29807356805815,39.262394345685315,39.83571139617103,40.04754491424589,39.737786895058434,40.45935027147927,40.023761235229266,38.49647433967646,38.6792312078365,41.699447267787995,39.21313866425951,41.10245378705607,41.09979526386615,43.572367614259896,43.2343697965788
CDK6-P16INK4A33.pdb_ringEdges,42.669106891600606,38.77981622366806,39.12657384039408,42.70864423840839,39.92412315575764,36.9752191240065,38.21912431512054,38.75566992350302,40.23938126857886,38.410669249508345,41.467765912285465,39.13603541868655,39.561363265370915,40.37566279755008,40.07429685337834,42.073037539555976,39.8494606261506,40.47913042544277,40.34114283058989,38.7278056030712,39.98914486854,38.847896009825924,38.352040680910946,41.220477979737886,39.73142762931405,38.13714660563263,37.04590428630737,37.11868900123945,38.00933133182807,36.57476138994908,36.28947304189658,33.443523562756994,32.26865881104161,0.0,32.32324542990617,35.734795504607256,34.520153180566226,35.95083363462372,34.72895748226368,37.63886159860615,38.390712799690206,36.27760177084346,38.95931586518084,39.634476246281835,37.947524743339265,37.2457101802244,37.39966088277197,38.60194611548029,38.85549212521555,37.239632703645746,34.00626914942912,38.5001995560239,33.414499554651485,36.612726029579875,35.366733714870236,36.63579483803562,36.93188192387477,36.33407323778581,37.80505837879891,37.30504445062917,35.15452994437213,34.589960477769544,39.098973849674955,38.42256704772067,37.84119577340255,38.16237452345303,37.62430454749868,35.699081084026574,35.75929011135841,36.15742004610181,35.35862264175391,37.69307369899744,39.46552679083423,38.503721707983736,36.952137797492604,37.340960312680416,41.391598063422364,33.745041189455506,35.046881493779516,39.53836050242242,39.021857539764355,36.87633916543108,37.48594533369779,40.368352733781826,39.07068016787644,38.16217000528402,38.25487056508261,38.844204138094476,36.81312067264251,40.05300147091694,38.016671567526465,38.93876368187844,37.103927870437616,39.174606010750956,37.00419224766894,40.94904626781812,37.33711943635825,39.482839742682486,39.189259354834626,40.46624609684889,42.39582354027982
CDK6-P16INK4A34.pdb_ringEdges,43.94747419141273,38.86043821853519,38.83029996178186,40.22661417276979,36.326164728779744,35.162923932918275,36.55740557587515,37.15478500517115,38.155062317965225,38.108830037528996,37.87969402611642,37.47850115440173,35.43104605272396,36.95448749937505,36.40828101997225,40.53577763276152,38.130520392014816,38.53500151113815,37.23120904334524,38.22198320338709,35.90806689718461,34.711437631406525,39.02988223550103,36.95262623097115,39.521738383806635,36.38878143925885,34.54234587483292,36.18726362659231,35.71091245393606,34.1315961194102,35.65844749913802,32.85645053050335,31.19274462231834,32.32324542990617,0.0,34.05539246723727,34.00679989390932,32.773397897625706,32.748963863706294,36.318711162261906,34.7272157276555,34.89152528315963,37.89484809568612,36.99123165714003,36.0025879828578,37.634830779543606,38.13783730295079,36.341027006710235,37.27245762705995,36.8911913605403,35.32114684766265,36.488153774254755,34.33317388865024,33.5796395919008,34.18220903678034,34.89054662659273,33.44250253210361,34.44012124281088,35.393936369204795,34.664749790655954,34.066262546725596,33.58848525110078,34.95312540545921,37.43710172230026,34.492035135736465,38.19531321012457,38.39377490192279,38.41814865843314,34.91736586606143,35.47130753914474,38.6680936097791,38.93159729952892,40.077875412264326,38.928377009392136,39.76296843215547,39.219581968145754,40.39128135818551,37.06658478086533,37.436189612231246,37.769105971066644,37.83003065703489,37.269316484469044,38.67530881835499,40.44580836915184,41.09630569118618,38.759848473111205,39.599519583190876,37.941829674178784,40.15861235577581,39.76363088883383,40.351419716916254,38.89346299077313,38.184724311322604,39.3312883580292,36.690784381593545,41.111258917188415,40.10838973119308,40.006889650561455,38.598230718961084,41.889413063795445,39.68275413337336
CDK6-P16INK4A35.pdb_ringEdges,42.70448654101483,38.43876346327194,38.23747363835518,39.90066935070327,37.11868900123947,34.702639247349886,35.92709419868212,37.821738490437326,37.19541015482112,37.67874473596555,37.79318560334369,35.1883295509373,37.87212115759578,35.840609206494875,34.844098776007925,40.16575413057814,38.34407767417195,39.496711811269094,37.5304624239577,35.60727522263519,38.062541601563304,34.577505728999974,35.336942598293994,37.43526444931635,37.32043185905471,33.67246830796964,34.107362769964375,33.372779911544534,34.64426887457231,34.336583633345896,32.76358776029921,33.10404882760548,30.567159166533514,35.734795504607256,34.05539246723727,0.0,34.33416843249913,33.12822096627351,30.85884464271025,35.68418382995131,34.73449118741747,33.31232834120418,37.15570402325082,38.511170378247954,36.497791446713684,37.55539648143862,36.69860102337927,37.48416250931044,35.34740477588483,35.362678410864824,36.5100854759807,34.43177772165084,37.395604280612964,37.065874121491426,34.0947317295109,36.979809916539836,32.5030730254473,35.3891398526751,33.10734941619238,35.843426447707216,34.16220990167138,35.030258697164165,35.18597281484245,36.43492026386429,34.883065987423294,39.839311385958,40.91669109001977,38.13338592298386,39.07068016787643,37.14095760353144,38.499312632444955,37.48637476047704,37.51968588978718,39.96891475060925,39.84520046379495,39.67465247208214,40.713298600418454,37.02286702737691,37.840499661528646,42.95052173225814,38.13031570299097,38.09890850494665,39.0538589954825,39.75412235105241,40.58985815897685,41.21498661835553,39.805196376058625,39.098973849674934,39.3029509225391,41.84343641160121,40.29872599814014,40.66336518652495,40.993550950267796,40.361440183156766,41.227447641400225,41.66321416590603,40.324004834014985,41.69682680796784,41.41894229079024,44.54405328353987,42.59056348020043
CDK6-P16INK4A36.pdb_ringEdges,43.46262762420156,39.45117389826599,40.35581984202473,39.53109304172066,39.095505324594164,38.19462355217927,40.1382124360438,40.28672843263502,39.82956372271067,39.46209048398043,40.509330451866795,37.86901687427856,37.8226541999859,38.981208731212355,38.45065256828333,39.6755131216147,40.09784374714852,40.43639992660568,38.17672640529036,39.682090326530584,38.361896746005975,36.95721982997339,39.528995223944655,39.80138494955225,40.467089910860466,35.064637178898714,35.841561921540354,36.323156626552645,35.52808576392461,34.56627427237671,37.10119319624867,34.4565473972159,30.885626935833937,34.520153180566226,34.00679989390932,34.33416843249913,0.0,31.607779221531402,29.993283801056705,34.609416454443064,33.539448924309156,34.80583074225551,36.72133692236515,39.266046898362404,36.325882729777724,38.66176027183809,39.689981533711325,36.69264563781743,37.14187696374871,36.00382093543992,36.872873233419284,34.8017100785327,36.99510844396177,36.44529478814961,33.95937314483653,34.57042299916888,35.98860253184507,38.31195444842956,36.31202179484462,38.85809078573214,36.119598085439165,34.07866080043669,37.99581491716576,39.728014321775824,35.48629415944601,39.22045260369938,39.579497032754965,38.73432964029365,38.36079044939564,36.74363392679531,37.599195632288804,38.17672640529036,38.67551062301861,38.88675239969425,40.73628453907876,38.58423790402177,39.29239981124639,37.46139476262167,36.022797659531015,40.88742426975121,40.057239533252876,37.581715844991194,39.6825451583427,41.56088686581625,41.10943159244195,38.591468790584244,39.400049523306805,39.884198228028694,38.42166563599119,40.94306576389154,40.86784173167069,43.231052525228115,41.152933096427425,42.18657745152097,37.80056781093735,43.01252228329256,41.71665164404078,42.66398492588457,39.81220550681761,43.7684260849214,44.4650040522416
CDK6-P16INK4A37.pdb_ringEdges,44.27714270200447,38.555768920787635,39.651912265885336,39.35527980818447,37.33440184301354,36.606756673411326,37.29799576123201,38.11991349515437,39.11618715520443,39.486879574569954,38.93828763444079,36.085940779633574,37.16566734592957,38.71193173346674,37.41430533769728,40.599819776122956,38.71495582947309,39.48687957456996,36.77251094194701,38.33305903047851,36.69903966311823,34.193794901357435,37.74431309126861,38.674829528058616,37.7013812259109,32.89126209118797,33.041511215660734,35.53946621063107,33.72579529518441,32.45265218971079,37.08299195969669,36.25875840366865,31.963149513608126,35.95083363462372,32.773397897625706,33.12822096627351,31.607779221531402,0.0,32.74482271495977,35.413694471172626,34.58211859949112,35.267120042577375,36.43536207801564,37.77290292156475,35.99085249635853,38.09863962746464,38.72216230608177,34.927311278865055,35.18332476420351,35.351696409428385,35.96533561436152,35.6385376503254,35.16775130296674,35.15015872704684,34.383944069232356,36.98297564832881,33.543724650292404,36.281783375105086,35.717987543342126,36.37466285150941,35.516193489730874,33.29180665334794,37.11574513040752,37.693979593046144,34.92557941625273,36.85729897598141,38.86153029134816,36.2363918949028,37.53337376710847,36.337295226670975,35.266151808988674,36.46010850498286,37.15864472836414,38.88238675801686,38.59471719188982,39.54132139371395,38.09418366717283,34.82494200089721,35.783590734492535,39.86746335229201,38.43218925239248,37.62117981578609,38.254653789903394,40.844284909349355,40.505790010691676,39.17547764584998,37.12979212727479,38.63361357109867,37.51516116283088,39.61656465573405,40.870706308386055,42.31195414318088,41.66141105065591,40.64674708731921,37.48637476047704,42.665928601339985,39.87294455288045,41.379186473041486,39.84946062615061,42.20277415456798,42.66416786381989
CDK6-P16INK4A38.pdb_ringEdges,43.745650654888216,40.84982610346014,40.41909715263508,41.25097485913848,37.363096440334814,37.652985500132324,37.5515775382308,38.650617639339785,39.14357561842208,39.76809604965568,39.09116299613315,38.01597866879591,38.82614155813951,37.89464213367146,37.60974186200741,40.425553377210136,39.74729934068546,40.533286531851545,38.57700566209958,38.23325075656841,37.82265419998591,36.56874581841318,37.90957147945757,38.99697299072109,38.06769323576999,35.414837733742615,33.69455337037826,34.06305487352939,32.01377752186565,31.257561036511117,34.13479735173336,32.926466483999626,30.79345828533603,34.72895748226368,32.748963863706294,30.85884464271025,29.993283801056705,32.74482271495977,0.0,32.08613407688746,30.11814136072127,35.05818160659474,34.58942457866173,38.69103381354626,35.75594782519477,37.26790288392759,37.59628938618491,36.26366857526399,35.313757424191444,36.998286051271485,35.852842864456605,33.33713962008109,34.49619279099031,35.82503553008299,33.681767522127366,34.54234587483291,33.22664226336391,35.16988734144251,33.275347939395076,35.76403698498559,35.169887341442504,33.070390558735724,35.20539038549529,36.124527172194746,34.51916399519011,39.272692678805555,38.840926366084695,39.70206113713231,39.17826674785217,35.39822236132013,37.2618290270221,37.01604134795039,38.34761416561826,38.00625109046173,39.49241359688367,37.660395189823255,41.52954869287835,36.05904372201714,35.89776812139666,41.57061579482535,38.1482346233486,37.5060060231009,39.28622920156698,38.77465855867035,40.519769339386414,40.70113559870775,38.49579007707908,37.05343537609885,38.21981353096149,41.85976588563304,40.61087202744204,40.10838973119308,40.32194826884148,39.39707801471532,39.168155308157004,40.4015454908446,39.76429333447596,40.55702399242279,39.12032719699575,42.87406402306256,40.72079830546243
